,Unnamed: 0,sent_index,word_index,word,region,condition,model_word,surprisal,model,unk,final
1327,1327,9,7,planes,np2pl,gram_and_sg_pl_is,planes,13.951271057128904,gulordava,False,False
1328,1328,9,8,is,is,gram_and_sg_pl_is,is,12.076915740966795,gulordava,False,False
1329,1329,9,10,.,End,gram_and_sg_pl_is,.,11.438249588012695,gulordava,False,False
1330,1330,9,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1331,1331,10,0,You,prefix_gram,gram_and_sg_pl_is,You,0.0,gulordava,False,False
1332,1332,10,1,believe,prefix_gram,gram_and_sg_pl_is,believe,9.250808715820312,gulordava,False,False
1333,1333,10,2,that,prefix_gram,gram_and_sg_pl_is,that,1.5688017606735232,gulordava,False,False
1334,1334,10,3,the,det1,gram_and_sg_pl_is,the,2.0223193168640137,gulordava,False,False
1335,1335,10,4,knight,np1sg,gram_and_sg_pl_is,knight,14.493093490600586,gulordava,False,False
1336,1336,10,5,and,and,gram_and_sg_pl_is,and,5.1928443908691415,gulordava,False,False
1337,1337,10,6,the,det2,gram_and_sg_pl_is,the,2.753780603408813,gulordava,False,False
1338,1338,10,7,horses,np2pl,gram_and_sg_pl_is,horses,11.119248390197754,gulordava,False,False
1339,1339,10,8,is,is,gram_and_sg_pl_is,is,8.86072826385498,gulordava,False,False
1340,1340,10,10,.,End,gram_and_sg_pl_is,.,10.894513130187988,gulordava,False,False
1341,1341,10,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1342,1342,11,0,We,prefix_gram,gram_and_sg_pl_is,We,0.0,gulordava,False,False
1343,1343,11,1,believe,prefix_gram,gram_and_sg_pl_is,believe,7.021371364593506,gulordava,False,False
1344,1344,11,2,that,prefix_gram,gram_and_sg_pl_is,that,1.1893354654312134,gulordava,False,False
1345,1345,11,3,the,det1,gram_and_sg_pl_is,the,1.867971658706665,gulordava,False,False
1346,1346,11,4,key,np1sg,gram_and_sg_pl_is,key,10.425640106201172,gulordava,False,False
1347,1347,11,5,and,and,gram_and_sg_pl_is,and,6.887078285217285,gulordava,False,False
1348,1348,11,6,the,det2,gram_and_sg_pl_is,the,3.6542851924896236,gulordava,False,False
1349,1349,11,7,locks,np2pl,gram_and_sg_pl_is,locks,19.143207550048828,gulordava,False,False
1350,1350,11,8,is,is,gram_and_sg_pl_is,is,7.133177280426025,gulordava,False,False
1351,1351,11,10,.,End,gram_and_sg_pl_is,.,9.389750480651855,gulordava,False,False
1352,1352,11,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1353,1353,12,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1354,1354,12,1,believe,prefix_gram,gram_and_sg_pl_is,believe,8.013432502746582,gulordava,False,False
1355,1355,12,2,that,prefix_gram,gram_and_sg_pl_is,that,1.1416617631912231,gulordava,False,False
1356,1356,12,3,the,det1,gram_and_sg_pl_is,the,1.7629101276397705,gulordava,False,False
1357,1357,12,4,memo,np1sg,gram_and_sg_pl_is,memo,18.042940139770508,gulordava,False,False
1358,1358,12,5,and,and,gram_and_sg_pl_is,and,6.352506637573242,gulordava,False,False
1359,1359,12,6,the,det2,gram_and_sg_pl_is,the,1.9251405000686648,gulordava,False,False
1360,1360,12,7,messages,np2pl,gram_and_sg_pl_is,messages,10.250299453735352,gulordava,False,False
1361,1361,12,8,is,is,gram_and_sg_pl_is,is,10.560901641845703,gulordava,False,False
1362,1362,12,10,.,End,gram_and_sg_pl_is,.,12.832096099853516,gulordava,False,False
1363,1363,12,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1364,1364,13,0,You,prefix_gram,gram_and_sg_pl_is,You,0.0,gulordava,False,False
1365,1365,13,1,know,prefix_gram,gram_and_sg_pl_is,know,6.225463390350343,gulordava,False,False
1366,1366,13,2,that,prefix_gram,gram_and_sg_pl_is,that,3.9705073833465576,gulordava,False,False
1367,1367,13,3,the,det1,gram_and_sg_pl_is,the,2.0637996196746826,gulordava,False,False
1368,1368,13,4,warning,np1sg,gram_and_sg_pl_is,warning,14.307065963745115,gulordava,False,False
1369,1369,13,5,and,and,gram_and_sg_pl_is,and,7.234011173248291,gulordava,False,False
1370,1370,13,6,the,det2,gram_and_sg_pl_is,the,2.903956651687622,gulordava,False,False
1371,1371,13,7,decisions,np2pl,gram_and_sg_pl_is,decisions,14.53292179107666,gulordava,False,False
1372,1372,13,8,is,is,gram_and_sg_pl_is,is,9.989227294921877,gulordava,False,False
1373,1373,13,10,.,End,gram_and_sg_pl_is,.,10.357928276062012,gulordava,False,False
1374,1374,13,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1375,1375,14,0,She,prefix_gram,gram_and_sg_pl_is,She,0.0,gulordava,False,False
1376,1376,14,1,knows,prefix_gram,gram_and_sg_pl_is,knows,11.60819149017334,gulordava,False,False
1377,1377,14,2,that,prefix_gram,gram_and_sg_pl_is,that,2.2789020538330083,gulordava,False,False
1378,1378,14,3,the,det1,gram_and_sg_pl_is,the,2.5218210220336914,gulordava,False,False
1379,1379,14,4,protest,np1sg,gram_and_sg_pl_is,protest,15.206644058227539,gulordava,False,False
1380,1380,14,5,and,and,gram_and_sg_pl_is,and,5.564291954040527,gulordava,False,False
1381,1381,14,6,the,det2,gram_and_sg_pl_is,the,2.4659669399261475,gulordava,False,False
1382,1382,14,7,petitions,np2pl,gram_and_sg_pl_is,petitions,13.84016227722168,gulordava,False,False
1383,1383,14,8,is,is,gram_and_sg_pl_is,is,8.920072555541992,gulordava,False,False
1384,1384,14,10,.,End,gram_and_sg_pl_is,.,10.81793975830078,gulordava,False,False
1385,1385,14,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1386,1386,15,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1387,1387,15,1,know,prefix_gram,gram_and_sg_pl_is,know,9.485983848571776,gulordava,False,False
1388,1388,15,2,that,prefix_gram,gram_and_sg_pl_is,that,2.1694839000701904,gulordava,False,False
1389,1389,15,3,the,det1,gram_and_sg_pl_is,the,1.8723177909851076,gulordava,False,False
1390,1390,15,4,investigation,np1sg,gram_and_sg_pl_is,investigation,12.64438533782959,gulordava,False,False
1391,1391,15,5,and,and,gram_and_sg_pl_is,and,4.979416370391847,gulordava,False,False
1392,1392,15,6,the,det2,gram_and_sg_pl_is,the,3.125571012496948,gulordava,False,False
1393,1393,15,7,studies,np2pl,gram_and_sg_pl_is,studies,13.218195915222168,gulordava,False,False
1394,1394,15,8,is,is,gram_and_sg_pl_is,is,8.376477241516112,gulordava,False,False
1395,1395,15,10,.,End,gram_and_sg_pl_is,.,13.18959903717041,gulordava,False,False
1396,1396,15,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1397,1397,16,0,She,prefix_gram,gram_and_sg_pl_is,She,0.0,gulordava,False,False
1398,1398,16,1,fears,prefix_gram,gram_and_sg_pl_is,fears,15.903525352478027,gulordava,False,False
1399,1399,16,2,that,prefix_gram,gram_and_sg_pl_is,that,1.0866866111755369,gulordava,False,False
1400,1400,16,3,the,det1,gram_and_sg_pl_is,the,2.1781163215637207,gulordava,False,False
1401,1401,16,4,driver,np1sg,gram_and_sg_pl_is,driver,12.695155143737793,gulordava,False,False
1402,1402,16,5,and,and,gram_and_sg_pl_is,and,6.332749366760254,gulordava,False,False
1403,1403,16,6,the,det2,gram_and_sg_pl_is,the,2.057699680328369,gulordava,False,False
1404,1404,16,7,passengers,np2pl,gram_and_sg_pl_is,passengers,6.178177356719972,gulordava,False,False
1405,1405,16,8,is,is,gram_and_sg_pl_is,is,12.323599815368652,gulordava,False,False
1406,1406,16,10,.,End,gram_and_sg_pl_is,.,12.464601516723633,gulordava,False,False
1407,1407,16,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1408,1408,17,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1409,1409,17,1,fear,prefix_gram,gram_and_sg_pl_is,fear,14.846694946289062,gulordava,False,False
1410,1410,17,2,that,prefix_gram,gram_and_sg_pl_is,that,0.9374327063560486,gulordava,False,False
1411,1411,17,3,the,det1,gram_and_sg_pl_is,the,1.9751636981964111,gulordava,False,False
1412,1412,17,4,wall,np1sg,gram_and_sg_pl_is,wall,12.085362434387207,gulordava,False,False
1413,1413,17,5,and,and,gram_and_sg_pl_is,and,5.651290416717528,gulordava,False,False
1414,1414,17,6,the,det2,gram_and_sg_pl_is,the,2.0881643295288086,gulordava,False,False
1415,1415,17,7,screens,np2pl,gram_and_sg_pl_is,screens,15.24859619140625,gulordava,False,False
1416,1416,17,8,is,is,gram_and_sg_pl_is,is,8.006035804748535,gulordava,False,False
1417,1417,17,10,.,End,gram_and_sg_pl_is,.,11.14342975616455,gulordava,False,False
1418,1418,17,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1419,1419,18,0,I,prefix_gram,gram_and_sg_pl_is,I,0.0,gulordava,False,False
1420,1420,18,1,fear,prefix_gram,gram_and_sg_pl_is,fear,11.24657154083252,gulordava,False,False
1421,1421,18,2,that,prefix_gram,gram_and_sg_pl_is,that,1.7934163808822632,gulordava,False,False
1422,1422,18,3,the,det1,gram_and_sg_pl_is,the,2.291545152664185,gulordava,False,False
1423,1423,18,4,apartment,np1sg,gram_and_sg_pl_is,apartment,16.730987548828125,gulordava,False,False
1424,1424,18,5,and,and,gram_and_sg_pl_is,and,6.11021089553833,gulordava,False,False
1425,1425,18,6,the,det2,gram_and_sg_pl_is,the,3.019185304641724,gulordava,False,False
1426,1426,18,7,studios,np2pl,gram_and_sg_pl_is,studios,12.036409378051758,gulordava,False,False
1427,1427,18,8,is,is,gram_and_sg_pl_is,is,9.155794143676758,gulordava,False,False
1428,1428,18,10,.,End,gram_and_sg_pl_is,.,9.47194004058838,gulordava,False,False
1429,1429,18,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1430,1430,19,0,I,prefix_gram,gram_and_sg_pl_is,I,0.0,gulordava,False,False
1431,1431,19,1,suspect,prefix_gram,gram_and_sg_pl_is,suspect,9.766764640808104,gulordava,False,False
1432,1432,19,2,that,prefix_gram,gram_and_sg_pl_is,that,1.874962568283081,gulordava,False,False
1433,1433,19,3,the,det1,gram_and_sg_pl_is,the,2.0438501834869385,gulordava,False,False
1434,1434,19,4,pedestrian,np1sg,gram_and_sg_pl_is,pedestrian,15.816278457641602,gulordava,False,False
1435,1435,19,5,and,and,gram_and_sg_pl_is,and,5.029340744018555,gulordava,False,False
1436,1436,19,6,the,det2,gram_and_sg_pl_is,the,1.9772007465362549,gulordava,False,False
1437,1437,19,7,vehicles,np2pl,gram_and_sg_pl_is,vehicles,12.3582181930542,gulordava,False,False
1438,1438,19,8,is,is,gram_and_sg_pl_is,is,10.035983085632324,gulordava,False,False
1439,1439,19,10,.,End,gram_and_sg_pl_is,.,9.38737678527832,gulordava,False,False
1440,1440,19,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1441,1441,20,0,We,prefix_gram,gram_and_sg_pl_is,We,0.0,gulordava,False,False
1442,1442,20,1,suspect,prefix_gram,gram_and_sg_pl_is,suspect,13.738614082336426,gulordava,False,False
1443,1443,20,2,that,prefix_gram,gram_and_sg_pl_is,that,0.9207468628883362,gulordava,False,False
1444,1444,20,3,the,det1,gram_and_sg_pl_is,the,1.853921175003052,gulordava,False,False
1445,1445,20,4,coach,np1sg,gram_and_sg_pl_is,coach,14.514802932739258,gulordava,False,False
1446,1446,20,5,and,and,gram_and_sg_pl_is,and,4.947532176971436,gulordava,False,False
1447,1447,20,6,the,det2,gram_and_sg_pl_is,the,2.1303472518920903,gulordava,False,False
1448,1448,20,7,athletes,np2pl,gram_and_sg_pl_is,athletes,11.180746078491213,gulordava,False,False
1449,1449,20,8,is,is,gram_and_sg_pl_is,is,11.383316040039062,gulordava,False,False
1450,1450,20,10,.,End,gram_and_sg_pl_is,.,11.047599792480467,gulordava,False,False
1451,1451,20,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1452,1452,21,0,He,prefix_gram,gram_and_sg_pl_is,He,0.0,gulordava,False,False
1453,1453,21,1,suspects,prefix_gram,gram_and_sg_pl_is,suspects,15.475257873535154,gulordava,False,False
1454,1454,21,2,that,prefix_gram,gram_and_sg_pl_is,that,1.3193609714508057,gulordava,False,False
1455,1455,21,3,the,det1,gram_and_sg_pl_is,the,1.9528822898864744,gulordava,False,False
1456,1456,21,4,episode,np1sg,gram_and_sg_pl_is,episode,11.326918601989744,gulordava,False,False
1457,1457,21,5,and,and,gram_and_sg_pl_is,and,7.879893779754639,gulordava,False,False
1458,1458,21,6,the,det2,gram_and_sg_pl_is,the,2.0588269233703613,gulordava,False,False
1459,1459,21,7,chapters,np2pl,gram_and_sg_pl_is,chapters,14.209174156188965,gulordava,False,False
1460,1460,21,8,is,is,gram_and_sg_pl_is,is,9.728617668151855,gulordava,False,False
1461,1461,21,10,.,End,gram_and_sg_pl_is,.,12.59885025024414,gulordava,False,False
1462,1462,21,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1463,1463,22,0,You,prefix_gram,gram_and_sg_pl_is,You,0.0,gulordava,False,False
1464,1464,22,1,think,prefix_gram,gram_and_sg_pl_is,think,8.538551330566406,gulordava,False,False
1465,1465,22,2,that,prefix_gram,gram_and_sg_pl_is,that,2.560710906982422,gulordava,False,False
1466,1466,22,3,the,det1,gram_and_sg_pl_is,the,2.413851261138916,gulordava,False,False
1467,1467,22,4,program,np1sg,gram_and_sg_pl_is,program,10.799749374389648,gulordava,False,False
1468,1468,22,5,and,and,gram_and_sg_pl_is,and,6.989564418792725,gulordava,False,False
1469,1469,22,6,the,det2,gram_and_sg_pl_is,the,2.1025941371917725,gulordava,False,False
1470,1470,22,7,mistakes,np2pl,gram_and_sg_pl_is,mistakes,13.301239967346193,gulordava,False,False
1471,1471,22,8,is,is,gram_and_sg_pl_is,is,9.219138145446776,gulordava,False,False
1472,1472,22,10,.,End,gram_and_sg_pl_is,.,10.397262573242188,gulordava,False,False
1473,1473,22,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1474,1474,23,0,He,prefix_gram,gram_and_sg_pl_is,He,0.0,gulordava,False,False
1475,1475,23,1,thinks,prefix_gram,gram_and_sg_pl_is,thinks,11.429670333862305,gulordava,False,False
1476,1476,23,2,that,prefix_gram,gram_and_sg_pl_is,that,1.966961145401001,gulordava,False,False
1477,1477,23,3,the,det1,gram_and_sg_pl_is,the,2.1011819839477544,gulordava,False,False
1478,1478,23,4,manager,np1sg,gram_and_sg_pl_is,manager,13.432572364807127,gulordava,False,False
1479,1479,23,5,and,and,gram_and_sg_pl_is,and,5.264214992523193,gulordava,False,False
1480,1480,23,6,the,det2,gram_and_sg_pl_is,the,2.2797324657440186,gulordava,False,False
1481,1481,23,7,executives,np2pl,gram_and_sg_pl_is,executives,9.604575157165527,gulordava,False,False
1482,1482,23,8,is,is,gram_and_sg_pl_is,is,11.074951171875,gulordava,False,False
1483,1483,23,10,.,End,gram_and_sg_pl_is,.,11.546445846557615,gulordava,False,False
1484,1484,23,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1485,1485,24,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1486,1486,24,1,think,prefix_gram,gram_and_sg_pl_is,think,11.342095375061035,gulordava,False,False
1487,1487,24,2,that,prefix_gram,gram_and_sg_pl_is,that,1.7487629652023315,gulordava,False,False
1488,1488,24,3,the,det1,gram_and_sg_pl_is,the,2.042235851287842,gulordava,False,False
1489,1489,24,4,mayors,np1sg,gram_and_sg_pl_is,mayors,17.730501174926758,gulordava,False,False
1490,1490,24,5,and,and,gram_and_sg_pl_is,and,4.497124195098877,gulordava,False,False
1491,1491,24,6,the,det2,gram_and_sg_pl_is,the,3.0358872413635254,gulordava,False,False
1492,1492,24,7,governors,np2pl,gram_and_sg_pl_is,governors,9.159767150878906,gulordava,False,False
1493,1493,24,8,is,is,gram_and_sg_pl_is,is,12.538009643554688,gulordava,False,False
1494,1494,24,10,.,End,gram_and_sg_pl_is,.,11.26361846923828,gulordava,False,False
1495,1495,24,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1496,1496,25,0,I,prefix_gram,gram_and_sg_pl_is,I,0.0,gulordava,False,False
1497,1497,25,1,said,prefix_gram,gram_and_sg_pl_is,said,7.865686893463135,gulordava,False,False
1498,1498,25,2,that,prefix_gram,gram_and_sg_pl_is,that,3.489377737045288,gulordava,False,False
1499,1499,25,3,the,det1,gram_and_sg_pl_is,the,2.4519822597503658,gulordava,False,False
1500,1500,25,4,culture,np1sg,gram_and_sg_pl_is,culture,12.008645057678224,gulordava,False,False
1501,1501,25,5,and,and,gram_and_sg_pl_is,and,4.534703731536865,gulordava,False,False
1502,1502,25,6,the,det2,gram_and_sg_pl_is,the,3.7305641174316406,gulordava,False,False
1503,1503,25,7,traditions,np2pl,gram_and_sg_pl_is,traditions,8.470617294311522,gulordava,False,False
1504,1504,25,8,is,is,gram_and_sg_pl_is,is,9.66421127319336,gulordava,False,False
1505,1505,25,10,.,End,gram_and_sg_pl_is,.,8.084383964538574,gulordava,False,False
1506,1506,25,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1507,1507,26,0,You,prefix_gram,gram_and_sg_pl_is,You,0.0,gulordava,False,False
1508,1508,26,1,said,prefix_gram,gram_and_sg_pl_is,said,9.71238613128662,gulordava,False,False
1509,1509,26,2,that,prefix_gram,gram_and_sg_pl_is,that,3.063238382339477,gulordava,False,False
1510,1510,26,3,the,det1,gram_and_sg_pl_is,the,2.167896032333374,gulordava,False,False
1511,1511,26,4,activity,np1sg,gram_and_sg_pl_is,activity,13.52196216583252,gulordava,False,False
1512,1512,26,5,and,and,gram_and_sg_pl_is,and,5.992951393127441,gulordava,False,False
1513,1513,26,6,the,det2,gram_and_sg_pl_is,the,3.0311813354492188,gulordava,False,False
1514,1514,26,7,exercises,np2pl,gram_and_sg_pl_is,exercises,14.317245483398438,gulordava,False,False
1515,1515,26,8,is,is,gram_and_sg_pl_is,is,8.181838035583496,gulordava,False,False
1516,1516,26,10,.,End,gram_and_sg_pl_is,.,10.168152809143066,gulordava,False,False
1517,1517,26,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1518,1518,27,0,He,prefix_gram,gram_and_sg_pl_is,He,0.0,gulordava,False,False
1519,1519,27,1,said,prefix_gram,gram_and_sg_pl_is,said,7.377643585205077,gulordava,False,False
1520,1520,27,2,that,prefix_gram,gram_and_sg_pl_is,that,2.586749315261841,gulordava,False,False
1521,1521,27,3,the,det1,gram_and_sg_pl_is,the,2.352046012878418,gulordava,False,False
1522,1522,27,4,argument,np1sg,gram_and_sg_pl_is,argument,12.392045974731445,gulordava,False,False
1523,1523,27,5,and,and,gram_and_sg_pl_is,and,7.17014741897583,gulordava,False,False
1524,1524,27,6,the,det2,gram_and_sg_pl_is,the,2.475698709487915,gulordava,False,False
1525,1525,27,7,controversies,np2pl,gram_and_sg_pl_is,controversies,12.928524017333984,gulordava,False,False
1526,1526,27,8,is,is,gram_and_sg_pl_is,is,9.556361198425293,gulordava,False,False
1527,1527,27,10,.,End,gram_and_sg_pl_is,.,12.91160774230957,gulordava,False,False
1528,1528,27,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1529,1529,28,0,She,prefix_gram,gram_and_sg_pl_is,She,0.0,gulordava,False,False
1530,1530,28,1,said,prefix_gram,gram_and_sg_pl_is,said,7.23964262008667,gulordava,False,False
1531,1531,28,2,that,prefix_gram,gram_and_sg_pl_is,that,2.639542818069458,gulordava,False,False
1532,1532,28,3,the,det1,gram_and_sg_pl_is,the,2.6225714683532715,gulordava,False,False
1533,1533,28,4,defect,np1sg,gram_and_sg_pl_is,defect,14.519325256347654,gulordava,False,False
1534,1534,28,5,and,and,gram_and_sg_pl_is,and,6.924460887908936,gulordava,False,False
1535,1535,28,6,the,det2,gram_and_sg_pl_is,the,3.0820026397705083,gulordava,False,False
1536,1536,28,7,problems,np2pl,gram_and_sg_pl_is,problems,7.964808464050293,gulordava,False,False
1537,1537,28,8,is,is,gram_and_sg_pl_is,is,10.638262748718262,gulordava,False,False
1538,1538,28,10,.,End,gram_and_sg_pl_is,.,13.28688907623291,gulordava,False,False
1539,1539,28,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1540,1540,29,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1541,1541,29,1,said,prefix_gram,gram_and_sg_pl_is,said,8.716370582580566,gulordava,False,False
1542,1542,29,2,that,prefix_gram,gram_and_sg_pl_is,that,2.372145414352417,gulordava,False,False
1543,1543,29,3,the,det1,gram_and_sg_pl_is,the,2.0861749649047847,gulordava,False,False
1544,1544,29,4,assumption,np1sg,gram_and_sg_pl_is,assumption,14.03817081451416,gulordava,False,False
1545,1545,29,5,and,and,gram_and_sg_pl_is,and,8.361862182617188,gulordava,False,False
1546,1546,29,6,the,det2,gram_and_sg_pl_is,the,3.6986391544342037,gulordava,False,False
1547,1547,29,7,hopes,np2pl,gram_and_sg_pl_is,hopes,15.561117172241213,gulordava,False,False
1548,1548,29,8,is,is,gram_and_sg_pl_is,is,12.090270042419435,gulordava,False,False
1549,1549,29,10,.,End,gram_and_sg_pl_is,.,14.356090545654295,gulordava,False,False
1550,1550,29,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1551,1551,30,0,I,prefix_gram,gram_and_sg_pl_is,I,0.0,gulordava,False,False
1552,1552,30,1,reported,prefix_gram,gram_and_sg_pl_is,reported,13.745550155639648,gulordava,False,False
1553,1553,30,2,that,prefix_gram,gram_and_sg_pl_is,that,2.616685152053833,gulordava,False,False
1554,1554,30,3,the,det1,gram_and_sg_pl_is,the,2.2587511539459233,gulordava,False,False
1555,1555,30,4,pool,np1sg,gram_and_sg_pl_is,pool,14.398189544677734,gulordava,False,False
1556,1556,30,5,and,and,gram_and_sg_pl_is,and,5.769424915313722,gulordava,False,False
1557,1557,30,6,the,det2,gram_and_sg_pl_is,the,2.491550922393799,gulordava,False,False
1558,1558,30,7,parks,np2pl,gram_and_sg_pl_is,parks,12.383744239807127,gulordava,False,False
1559,1559,30,8,is,is,gram_and_sg_pl_is,is,11.182121276855467,gulordava,False,False
1560,1560,30,10,.,End,gram_and_sg_pl_is,.,10.217930793762207,gulordava,False,False
1561,1561,30,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1562,1562,31,0,You,prefix_gram,gram_and_sg_pl_is,You,0.0,gulordava,False,False
1563,1563,31,1,reported,prefix_gram,gram_and_sg_pl_is,reported,14.609201431274414,gulordava,False,False
1564,1564,31,2,that,prefix_gram,gram_and_sg_pl_is,that,1.6758800745010376,gulordava,False,False
1565,1565,31,3,the,det1,gram_and_sg_pl_is,the,1.965006947517395,gulordava,False,False
1566,1566,31,4,tire,np1sg,gram_and_sg_pl_is,tire,14.446815490722654,gulordava,False,False
1567,1567,31,5,and,and,gram_and_sg_pl_is,and,5.429425239562988,gulordava,False,False
1568,1568,31,6,the,det2,gram_and_sg_pl_is,the,3.3283228874206543,gulordava,False,False
1569,1569,31,7,wheels,np2pl,gram_and_sg_pl_is,wheels,7.412126541137695,gulordava,False,False
1570,1570,31,8,is,is,gram_and_sg_pl_is,is,10.74609088897705,gulordava,False,False
1571,1571,31,10,.,End,gram_and_sg_pl_is,.,11.642244338989258,gulordava,False,False
1572,1572,31,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1573,1573,32,0,He,prefix_gram,gram_and_sg_pl_is,He,0.0,gulordava,False,False
1574,1574,32,1,reported,prefix_gram,gram_and_sg_pl_is,reported,10.835083961486816,gulordava,False,False
1575,1575,32,2,that,prefix_gram,gram_and_sg_pl_is,that,1.8689932823181152,gulordava,False,False
1576,1576,32,3,the,det1,gram_and_sg_pl_is,the,2.223673105239868,gulordava,False,False
1577,1577,32,4,report,np1sg,gram_and_sg_pl_is,report,9.7122163772583,gulordava,False,False
1578,1578,32,5,and,and,gram_and_sg_pl_is,and,6.82830810546875,gulordava,False,False
1579,1579,32,6,the,det2,gram_and_sg_pl_is,the,2.4926862716674805,gulordava,False,False
1580,1580,32,7,reviews,np2pl,gram_and_sg_pl_is,reviews,11.317615509033205,gulordava,False,False
1581,1581,32,8,is,is,gram_and_sg_pl_is,is,12.59735107421875,gulordava,False,False
1582,1582,32,10,.,End,gram_and_sg_pl_is,.,11.72382926940918,gulordava,False,False
1583,1583,32,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1584,1584,33,0,She,prefix_gram,gram_and_sg_pl_is,She,0.0,gulordava,False,False
1585,1585,33,1,reported,prefix_gram,gram_and_sg_pl_is,reported,10.094210624694824,gulordava,False,False
1586,1586,33,2,that,prefix_gram,gram_and_sg_pl_is,that,2.0698935985565186,gulordava,False,False
1587,1587,33,3,the,det1,gram_and_sg_pl_is,the,2.564907550811768,gulordava,False,False
1588,1588,33,4,warrant,np1sg,gram_and_sg_pl_is,warrant,14.054040908813475,gulordava,False,False
1589,1589,33,5,and,and,gram_and_sg_pl_is,and,8.271784782409668,gulordava,False,False
1590,1590,33,6,the,det2,gram_and_sg_pl_is,the,2.27927565574646,gulordava,False,False
1591,1591,33,7,verdicts,np2pl,gram_and_sg_pl_is,verdicts,15.518926620483398,gulordava,False,False
1592,1592,33,8,is,is,gram_and_sg_pl_is,is,14.350445747375488,gulordava,False,False
1593,1593,33,10,.,End,gram_and_sg_pl_is,.,13.131938934326172,gulordava,False,False
1594,1594,33,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1595,1595,34,0,They,prefix_gram,gram_and_sg_pl_is,They,0.0,gulordava,False,False
1596,1596,34,1,reported,prefix_gram,gram_and_sg_pl_is,reported,10.412330627441406,gulordava,False,False
1597,1597,34,2,that,prefix_gram,gram_and_sg_pl_is,that,1.7810004949569702,gulordava,False,False
1598,1598,34,3,the,det1,gram_and_sg_pl_is,the,1.8932254314422607,gulordava,False,False
1599,1599,34,4,meeting,np1sg,gram_and_sg_pl_is,meeting,10.859950065612793,gulordava,False,False
1600,1600,34,5,and,and,gram_and_sg_pl_is,and,7.140585422515869,gulordava,False,False
1601,1601,34,6,the,det2,gram_and_sg_pl_is,the,2.2639353275299072,gulordava,False,False
1602,1602,34,7,conferences,np2pl,gram_and_sg_pl_is,conferences,12.999698638916016,gulordava,False,False
1603,1603,34,8,is,is,gram_and_sg_pl_is,is,13.68755054473877,gulordava,False,False
1604,1604,34,10,.,End,gram_and_sg_pl_is,.,13.086647987365724,gulordava,False,False
1605,1605,34,11,<eos>,End,gram_and_sg_pl_is,<eos>,-0.0,gulordava,False,True
1606,1606,35,0,We,prefix_gram,gram_and_sg_pl_is,We,0.0,gulordava,False,False
1607,1607,35,1,reported,prefix_gram,gram_and_sg_pl_is,reported,13.314010620117188,gulordava,False,False
1608,1608,35,2,that,prefix_gram,gram_and_sg_pl_is,that,1.520531177520752,gulordava,False,False
1609,1609,35,3,the,det1,gram_and_sg_pl_is,the,1.9683462381362915,gulordava,False,False
1610,1610,35,4,sidewalk,np1sg,gram_and_sg_pl_is,sidewalk,17.571725845336914,gulordava,False,False
1611,1611,35,5,and,and,gram_and_sg_pl_is,and,5.685719966888428,gulordava,False,False
